time_sec,elapsed_sec,confidence,visible,avg_speed_mps,ips_x_m,ips_y_m,speed_mps,throttle_command,steering_command
1784573308.917888403,10.749843,0.982666,1,2.522340,-19.206800,17.701100,3.232733,0.130000,-0.079809
1784573308.968387365,10.800342,0.978317,1,2.530978,-19.020100,17.818900,9.216554,0.130000,-0.079809
1784573309.018019915,10.849975,0.978859,1,2.519407,-19.020100,17.818900,9.216554,0.130000,-0.076332
1784573309.067859173,10.899814,0.978859,1,2.526954,-18.841800,17.925600,1.906286,0.130000,-0.076332
1784573309.118022680,10.949977,0.978233,1,2.515361,-18.841800,17.925600,1.906286,0.130000,-0.076146
1784573309.167902946,10.999858,0.981625,1,2.524336,-18.647000,18.036200,2.837783,0.130000,-0.076146
1784573309.218141079,11.050096,0.981625,1,2.536070,-18.420700,18.157100,3.589068,0.130000,-0.077074
1784573309.267846346,11.099801,0.982269,1,2.545193,-18.217700,18.259200,7.810394,0.130000,-0.077074
1784573309.317879677,11.149834,0.982269,1,2.533772,-18.217700,18.259200,7.810394,0.130000,-0.085562
1784573309.367964745,11.199919,0.981633,1,2.559546,-17.840500,18.433600,7.675153,0.130000,-0.085562
1784573309.418299675,11.250254,0.977497,1,2.548076,-17.840500,18.433600,7.675153,0.130000,-0.091775
1784573309.468447447,11.300402,0.977497,1,2.556323,-17.637100,18.519400,2.011701,0.130000,-0.091775
1784573309.517951965,11.349907,0.981467,1,2.566052,-17.416400,18.605800,9.691248,0.130000,-0.107487
1784573309.568178177,11.400133,0.980941,1,2.554737,-17.416400,18.605800,9.691248,0.130000,-0.107487
1784573309.617968082,11.449923,0.980941,1,2.543636,-17.416400,18.605800,9.691248,0.130000,-0.107487
1784573309.668155193,11.500110,0.980941,1,2.570073,-17.008300,18.746700,7.837468,0.130000,-0.107487
1784573309.718025923,11.549981,0.981522,1,2.558984,-17.008300,18.746700,7.837468,0.130000,-0.115644
1784573309.767906666,11.599861,0.981522,1,2.547985,-17.008300,18.746700,7.837468,0.130000,-0.115644
1784573309.817956924,11.649912,0.981522,1,2.564888,-16.696400,18.836300,2.511807,0.130000,-0.128732
1784573309.868103027,11.700058,0.981262,1,2.553893,-16.696400,18.836300,2.511807,0.130000,-0.128732
1784573309.917777300,11.749732,0.981262,1,2.588945,-16.170500,18.952100,7.369356,0.130000,-0.140132
1784573309.967870474,11.799825,0.981402,1,2.577953,-16.170500,18.952100,7.369356,0.130000,-0.140132
1784573310.017841339,11.849796,0.981402,1,2.567082,-16.170500,18.952100,7.369356,0.130000,-0.150431
1784573310.068125486,11.900080,0.978499,1,2.600643,-15.646300,19.018300,9.710602,0.130000,-0.150431
1784573310.117876053,11.949831,0.972887,1,2.589817,-15.646300,19.018300,9.710602,0.130000,-0.163044
1784573310.168085814,12.000041,0.972887,1,2.578976,-15.646300,19.018300,9.710602,0.130000,-0.163044
1784573310.217874050,12.049829,0.972887,1,2.603841,-15.218700,19.032600,7.590831,0.130000,-0.164434
1784573310.267870903,12.099826,0.971091,1,2.593083,-15.218700,19.032600,7.590831,0.130000,-0.164434
1784573310.318288803,12.150244,0.971091,1,2.582320,-15.218700,19.032600,7.590831,0.084500,-0.175436
1784573310.368074894,12.200030,0.968720,1,2.618248,-14.653500,18.992000,9.079122,0.084500,-0.175436
1784573310.417914629,12.249869,0.968979,1,2.607598,-14.653500,18.992000,9.079122,0.084500,-0.179248
1784573310.468263865,12.300219,0.968979,1,2.613013,-14.457900,18.961400,1.915734,0.084500,-0.179248
1784573310.517894268,12.349849,0.968884,1,2.614855,-14.308800,18.930300,6.096289,0.130000,-0.171331
1784573310.567903757,12.399858,0.967673,1,2.604309,-14.308800,18.930300,6.096289,0.130000,-0.171331
1784573310.617855310,12.449810,0.967673,1,2.604654,-14.178600,18.897100,1.285563,0.130000,-0.159552
1784573310.667871237,12.499826,0.976628,1,2.606802,-14.027600,18.853700,2.242972,0.130000,-0.159552
1784573310.718008995,12.549964,0.975887,1,2.596386,-14.027600,18.853700,2.242972,0.130000,-0.161716
1784573310.767938852,12.599894,0.974629,1,2.618651,-13.642400,18.713100,9.136827,0.130000,-0.161716
1784573310.817892313,12.649847,0.979270,1,2.608312,-13.642400,18.713100,9.136827,0.130000,-0.159925
1784573310.867836237,12.699791,0.979270,1,2.613826,-13.459400,18.631700,1.867306,0.130000,-0.159925
1784573310.917906523,12.749861,0.978729,1,2.603560,-13.459400,18.631700,1.867306,0.130000,-0.156269
1784573310.967862844,12.799818,0.978669,1,2.610854,-13.259700,18.531500,3.421115,0.130000,-0.156269
1784573311.017930031,12.849885,0.978669,1,2.617324,-13.073300,18.426600,3.072150,0.130000,-0.152125
1784573311.067960501,12.899915,0.978961,1,2.624004,-12.889300,18.311400,3.278879,0.130000,-0.152125
1784573311.117880344,12.949835,0.975105,1,2.631161,-12.705400,18.184100,9.075387,0.130000,-0.135493
